Cropping_situation;Crop;Asso_pure;Site;Year;Yields;N_fertilization_rate;Sowing_date;Sowing_density;PAWC;Soil_N_organic;Interrang;tot_rainfall;veg_rainfall;rep_rainfall;critical_rainfall;nb_days_60;nb_days_0;max_days_0
Mali_sgcw_1999_N3a;Cowpea;associee;Mali;1999;0.33242;60;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N3p;Sorghum;associee;Mali;1999;2.26933;60;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_1999_N4a;Cowpea;associee;Mali;1999;0.30068;80;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N4p;Sorghum;associee;Mali;1999;2.74938;80;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_1999_N5a;Cowpea;associee;Mali;1999;0.28825;100;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N5p;Sorghum;associee;Mali;1999;3.2395;100;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_1999_N6a;Cowpea;associee;Mali;1999;0.28479;120;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N6p;Sorghum;associee;Mali;1999;3.74402;120;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_1999_N7a;Cowpea;associee;Mali;1999;0.28389;140;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N7p;Sorghum;associee;Mali;1999;4.28637;140;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_1999_N8a;Cowpea;associee;Mali;1999;0.28317;160;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N8p;Sorghum;associee;Mali;1999;4.58299;160;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_1999_N9a;Cowpea;associee;Mali;1999;0.28264;180;192;4;156.822;0.01;0.4;847.4;471.3;376.1;413.2;3;48;4
Mali_sgcw_1999_N9p;Sorghum;associee;Mali;1999;4.70628;180;177;6;156.822;0.01;0.4;1013.7;945.9;67.8;146.9;3;54;5
Mali_sgcw_2000_N0a;Cowpea;associee;Mali;2000;0.58767;0;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N0p;Sorghum;associee;Mali;2000;0.71395;0;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N1a;Cowpea;associee;Mali;2000;0.53911;20;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N1p;Sorghum;associee;Mali;2000;1.14654;20;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N2a;Cowpea;associee;Mali;2000;0.49489;40;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N2p;Sorghum;associee;Mali;2000;1.60835;40;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N3a;Cowpea;associee;Mali;2000;0.4327;60;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N3p;Sorghum;associee;Mali;2000;2.13527;60;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N4a;Cowpea;associee;Mali;2000;0.37171;80;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N4p;Sorghum;associee;Mali;2000;2.72646;80;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N5a;Cowpea;associee;Mali;2000;0.33281;100;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N5p;Sorghum;associee;Mali;2000;3.35519;100;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N6a;Cowpea;associee;Mali;2000;0.32082;120;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N6p;Sorghum;associee;Mali;2000;4.04389;120;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N7a;Cowpea;associee;Mali;2000;0.31829;140;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N7p;Sorghum;associee;Mali;2000;4.49538;140;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N8a;Cowpea;associee;Mali;2000;0.31654;160;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N8p;Sorghum;associee;Mali;2000;4.68987;160;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2000_N9a;Cowpea;associee;Mali;2000;0.31546;180;192;4;156.822;0.01;0.4;586.4;396.6;189.8;138.1;0;63;7
Mali_sgcw_2000_N9p;Sorghum;associee;Mali;2000;4.8509;180;177;6;156.822;0.01;0.4;644.5;561.1;83.4;129;0;75;7
Mali_sgcw_2001_N0a;Cowpea;associee;Mali;2001;0.49106;0;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N0p;Sorghum;associee;Mali;2001;1.0871;0;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N1a;Cowpea;associee;Mali;2001;0.4191;20;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N1p;Sorghum;associee;Mali;2001;1.55363;20;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N2a;Cowpea;associee;Mali;2001;0.3451;40;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N2p;Sorghum;associee;Mali;2001;2.10118;40;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N3a;Cowpea;associee;Mali;2001;0.30231;60;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N3p;Sorghum;associee;Mali;2001;2.72003;60;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N4a;Cowpea;associee;Mali;2001;0.288;80;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N4p;Sorghum;associee;Mali;2001;3.40724;80;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N5a;Cowpea;associee;Mali;2001;0.28784;100;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N5p;Sorghum;associee;Mali;2001;4.14123;100;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N6a;Cowpea;associee;Mali;2001;0.28747;120;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N6p;Sorghum;associee;Mali;2001;4.34006;120;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N7a;Cowpea;associee;Mali;2001;0.28672;140;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N7p;Sorghum;associee;Mali;2001;4.50259;140;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N8a;Cowpea;associee;Mali;2001;0.28641;160;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N8p;Sorghum;associee;Mali;2001;4.64335;160;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2001_N9a;Cowpea;associee;Mali;2001;0.2864;180;192;4;156.822;0.01;0.4;611.1;432.8;178.3;207.7;0;62;8
Mali_sgcw_2001_N9p;Sorghum;associee;Mali;2001;4.75062;180;177;6;156.822;0.01;0.4;717.3;712.7;4.6;68.6;0;71;9
Mali_sgcw_2002_N0a;Cowpea;associee;Mali;2002;0.41409;0;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N0p;Sorghum;associee;Mali;2002;0.44236;0;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N1a;Cowpea;associee;Mali;2002;0.39895;20;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N1p;Sorghum;associee;Mali;2002;0.77605;20;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N2a;Cowpea;associee;Mali;2002;0.37356;40;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N2p;Sorghum;associee;Mali;2002;1.0905;40;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N3a;Cowpea;associee;Mali;2002;0.35179;60;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N3p;Sorghum;associee;Mali;2002;1.37491;60;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N4a;Cowpea;associee;Mali;2002;0.33016;80;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N4p;Sorghum;associee;Mali;2002;1.67206;80;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N5a;Cowpea;associee;Mali;2002;0.30896;100;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N5p;Sorghum;associee;Mali;2002;1.97133;100;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N6a;Cowpea;associee;Mali;2002;0.29016;120;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N6p;Sorghum;associee;Mali;2002;2.2691;120;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N7a;Cowpea;associee;Mali;2002;0.28338;140;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N7p;Sorghum;associee;Mali;2002;2.55921;140;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N8a;Cowpea;associee;Mali;2002;0.27304;160;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N8p;Sorghum;associee;Mali;2002;2.68793;160;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2002_N9a;Cowpea;associee;Mali;2002;0.2772;180;192;4;156.822;0.01;0.4;405.87;261.01;144.86;169.49;0;0;0
Mali_sgcw_2002_N9p;Sorghum;associee;Mali;2002;2.80799;180;177;6;156.822;0.01;0.4;481.61;443.66;37.95;64.24;0;1;1
Mali_sgcw_2003_N0a;Cowpea;associee;Mali;2003;0.50178;0;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N0p;Sorghum;associee;Mali;2003;0.91099;0;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N1a;Cowpea;associee;Mali;2003;0.4297;20;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N1p;Sorghum;associee;Mali;2003;1.29179;20;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N2a;Cowpea;associee;Mali;2003;0.37247;40;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N2p;Sorghum;associee;Mali;2003;1.71865;40;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N3a;Cowpea;associee;Mali;2003;0.32803;60;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N3p;Sorghum;associee;Mali;2003;2.19551;60;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N4a;Cowpea;associee;Mali;2003;0.30655;80;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N4p;Sorghum;associee;Mali;2003;2.72285;80;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N5a;Cowpea;associee;Mali;2003;0.30301;100;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N5p;Sorghum;associee;Mali;2003;3.25256;100;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N6a;Cowpea;associee;Mali;2003;0.30123;120;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N6p;Sorghum;associee;Mali;2003;3.8364;120;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N7a;Cowpea;associee;Mali;2003;0.30007;140;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N7p;Sorghum;associee;Mali;2003;4.47411;140;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N8a;Cowpea;associee;Mali;2003;0.29918;160;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N8p;Sorghum;associee;Mali;2003;4.69751;160;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2003_N9a;Cowpea;associee;Mali;2003;0.29882;180;192;4;156.822;0.01;0.4;703.7;513.3;190.4;250.3;1;56;7
Mali_sgcw_2003_N9p;Sorghum;associee;Mali;2003;4.81693;180;177;6;156.822;0.01;0.4;857.2;809.8;47.4;60.7;2;66;7
Mali_sgcw_2004_N0a;Cowpea;associee;Mali;2004;0.57571;0;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N0p;Sorghum;associee;Mali;2004;0.75525;0;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N1a;Cowpea;associee;Mali;2004;0.52944;20;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N1p;Sorghum;associee;Mali;2004;1.17623;20;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N2a;Cowpea;associee;Mali;2004;0.46438;40;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N2p;Sorghum;associee;Mali;2004;1.65055;40;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N3a;Cowpea;associee;Mali;2004;0.38945;60;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N3p;Sorghum;associee;Mali;2004;2.21375;60;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N4a;Cowpea;associee;Mali;2004;0.34116;80;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N4p;Sorghum;associee;Mali;2004;2.86381;80;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N5a;Cowpea;associee;Mali;2004;0.32486;100;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N5p;Sorghum;associee;Mali;2004;3.60998;100;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N6a;Cowpea;associee;Mali;2004;0.32299;120;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N6p;Sorghum;associee;Mali;2004;4.09154;120;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N7a;Cowpea;associee;Mali;2004;0.32181;140;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N7p;Sorghum;associee;Mali;2004;4.28985;140;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N8a;Cowpea;associee;Mali;2004;0.32055;160;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N8p;Sorghum;associee;Mali;2004;4.45;160;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2004_N9a;Cowpea;associee;Mali;2004;0.32038;180;192;4;156.822;0.01;0.4;497.9;350.2;147.7;206.2;0;70;13
Mali_sgcw_2004_N9p;Sorghum;associee;Mali;2004;4.57647;180;177;6;156.822;0.01;0.4;573.4;571.2;2.2;56.6;0;80;15
Mali_sgcw_2005_N0a;Cowpea;associee;Mali;2005;0.54442;0;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N0p;Sorghum;associee;Mali;2005;0.93765;0;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N1a;Cowpea;associee;Mali;2005;0.45846;20;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N1p;Sorghum;associee;Mali;2005;1.41825;20;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N2a;Cowpea;associee;Mali;2005;0.38884;40;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N2p;Sorghum;associee;Mali;2005;1.97826;40;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N3a;Cowpea;associee;Mali;2005;0.33364;60;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N3p;Sorghum;associee;Mali;2005;2.63926;60;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N4a;Cowpea;associee;Mali;2005;0.31024;80;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N4p;Sorghum;associee;Mali;2005;3.35056;80;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N5a;Cowpea;associee;Mali;2005;0.30399;100;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N5p;Sorghum;associee;Mali;2005;4.10054;100;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N6a;Cowpea;associee;Mali;2005;0.30424;120;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N6p;Sorghum;associee;Mali;2005;4.3832;120;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N7a;Cowpea;associee;Mali;2005;0.30329;140;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N7p;Sorghum;associee;Mali;2005;4.54702;140;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N8a;Cowpea;associee;Mali;2005;0.30255;160;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N8p;Sorghum;associee;Mali;2005;4.68784;160;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2005_N9a;Cowpea;associee;Mali;2005;0.30225;180;192;4;156.822;0.01;0.4;614.3;304.8;309.5;315.6;1;64;10
Mali_sgcw_2005_N9p;Sorghum;associee;Mali;2005;4.79318;180;177;6;156.822;0.01;0.4;742;709;33;77.9;1;73;12
Mali_sgcw_2006_N0a;Cowpea;associee;Mali;2006;0.53082;0;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N0p;Sorghum;associee;Mali;2006;1.03135;0;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N1a;Cowpea;associee;Mali;2006;0.46375;20;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N1p;Sorghum;associee;Mali;2006;1.47305;20;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N2a;Cowpea;associee;Mali;2006;0.41628;40;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N2p;Sorghum;associee;Mali;2006;1.93115;40;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N3a;Cowpea;associee;Mali;2006;0.35984;60;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N3p;Sorghum;associee;Mali;2006;2.43706;60;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N4a;Cowpea;associee;Mali;2006;0.32321;80;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N4p;Sorghum;associee;Mali;2006;2.98655;80;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N5a;Cowpea;associee;Mali;2006;0.31126;100;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N5p;Sorghum;associee;Mali;2006;3.52817;100;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N6a;Cowpea;associee;Mali;2006;0.30653;120;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N6p;Sorghum;associee;Mali;2006;4.11349;120;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N7a;Cowpea;associee;Mali;2006;0.30558;140;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N7p;Sorghum;associee;Mali;2006;4.65805;140;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N8a;Cowpea;associee;Mali;2006;0.30481;160;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N8p;Sorghum;associee;Mali;2006;4.82194;160;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2006_N9a;Cowpea;associee;Mali;2006;0.30427;180;192;4;156.822;0.01;0.4;832.4;447.4;385;392.1;3;63;8
Mali_sgcw_2006_N9p;Sorghum;associee;Mali;2006;4.95574;180;177;6;156.822;0.01;0.4;963.1;914.9;48.2;131;3;73;8
Mali_sgcw_2007_N0a;Cowpea;associee;Mali;2007;0.55514;0;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N0p;Sorghum;associee;Mali;2007;0.61552;0;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N1a;Cowpea;associee;Mali;2007;0.52567;20;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N1p;Sorghum;associee;Mali;2007;0.94472;20;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N2a;Cowpea;associee;Mali;2007;0.49595;40;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N2p;Sorghum;associee;Mali;2007;1.25718;40;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N3a;Cowpea;associee;Mali;2007;0.48442;60;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N3p;Sorghum;associee;Mali;2007;1.57367;60;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N4a;Cowpea;associee;Mali;2007;0.45854;80;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N4p;Sorghum;associee;Mali;2007;1.92804;80;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N5a;Cowpea;associee;Mali;2007;0.40974;100;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N5p;Sorghum;associee;Mali;2007;2.35256;100;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N6a;Cowpea;associee;Mali;2007;0.3687;120;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N6p;Sorghum;associee;Mali;2007;2.79866;120;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N7a;Cowpea;associee;Mali;2007;0.33874;140;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N7p;Sorghum;associee;Mali;2007;3.24208;140;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N8a;Cowpea;associee;Mali;2007;0.31697;160;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N8p;Sorghum;associee;Mali;2007;3.68227;160;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2007_N9a;Cowpea;associee;Mali;2007;0.30144;180;192;4;156.822;0.01;0.4;617.7;542.3;75.4;165.5;3;79;56
Mali_sgcw_2007_N9p;Sorghum;associee;Mali;2007;4.12572;180;177;6;156.822;0.01;0.4;735.1;735.1;0;0;3;89;58
Mali_sgcw_2008_N0a;Cowpea;associee;Mali;2008;0.50806;0;192;4;156.822;0.01;0.4;721.6;347.5;374.1;414.1;0;71;10
Mali_sgcw_2008_N0p;Sorghum;associee;Mali;2008;0.8289;0;177;6;156.822;0.01;0.4;825.3;739.1;86.2;98.3;0;82;10
Mali_sgcw_2008_N1a;Cowpea;associee;Mali;2008;0.45124;20;192;4;156.822;0.01;0.4;721.6;347.5;374.1;414.1;0;71;10
Mali_sgcw_2008_N1p;Sorghum;associee;Mali;2008;1.21894;20;177;6;156.822;0.01;0.4;825.3;739.1;86.2;98.3;0;82;10
Mali_sgcw_2008_N2a;Cowpea;associee;Mali;2008;0.40646;40;192;4;156.822;0.01;0.4;721.6;347.5;374.1;414.1;0;71;10
Mali_sgcw_2008_N2p;Sorghum;associee;Mali;2008;1.61883;40;177;6;156.822;0.01;0.4;825.3;739.1;86.2;98.3;0;82;10
Mali_sgcw_2008_N3a;Cowpea;associee;Mali;2008;0.35764;60;192;4;156.822;0.01;0.4;721.6;347.5;374.1;414.1;0;71;10
Mali_sgcw_2008_N3p;Sorghum;associee;Mali;2008;2.05822;60;177;6;156.822;0.01;0.4;825.3;739.1;86.2;98.3;0;82;10
